Pelicula,Director,Duración,Sala,Horario,Fecha,Cine
THE MONKEY,Osgood Perkins,95,10,18:20,2025-02-27,Renoir Princesa
THE MONKEY,Osgood Perkins,95,10,20:15,2025-02-27,Renoir Princesa
THE MONKEY,Osgood Perkins,95,07,22:45,2025-02-27,Renoir Princesa
A COMPLETE UNKNOWN,James Mangold,141,02,16:00,2025-02-28,Renoir Princesa
A COMPLETE UNKNOWN,James Mangold,141,05,17:50,2025-02-28,Renoir Princesa
A COMPLETE UNKNOWN,James Mangold,141,05,20:25,2025-02-28,Renoir Princesa
A COMPLETE UNKNOWN,James Mangold,141,11,22:00,2025-02-28,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,04,16:00,2025-02-28,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,10,18:30,2025-02-28,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,10,20:15,2025-02-28,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,04,22:45,2025-02-28,Renoir Princesa
ANORA,Sean Baker,139,02,18:30,2025-02-28,Renoir Princesa
ANORA,Sean Baker,139,02,21:00,2025-02-28,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,10,16:00,2025-02-28,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,04,17:45,2025-02-28,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,04,20:15,2025-02-28,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,10,22:00,2025-02-28,Renoir Princesa
BRIDGET JONES: LOCA POR ÉL,Michael Morris,130,03,18:15,2025-02-28,Renoir Princesa
BRIDGET JONES: LOCA POR ÉL,Michael Morris,130,03,22:20,2025-02-28,Renoir Princesa
CÓMO HACERSE MILLONARIO ANTES DE QUE MUERA LA ABUELA,Pat Boonnitipat,126,08,18:10,2025-02-28,Renoir Princesa
CÓNCLAVE,Edward Berger,120,03,16:00,2025-02-28,Renoir Princesa
CÓNCLAVE,Edward Berger,120,09,17:50,2025-02-28,Renoir Princesa
CÓNCLAVE,Edward Berger,120,09,20:05,2025-02-28,Renoir Princesa
CÓNCLAVE,Edward Berger,120,09,22:20,2025-02-28,Renoir Princesa
DANIELA FOREVER,Nacho Vigalondo,118,08,16:00,2025-02-28,Renoir Princesa
DANIELA FOREVER,Nacho Vigalondo,118,08,20:30,2025-02-28,Renoir Princesa
EL SECRETO DEL ORFEBRE,Olga Osorio,99,11,16:00,2025-02-28,Renoir Princesa
EL SECRETO DEL ORFEBRE,Olga Osorio,99,07,18:15,2025-02-28,Renoir Princesa
EL SECRETO DEL ORFEBRE,Olga Osorio,99,01,20:35,2025-02-28,Renoir Princesa
EL SECRETO DEL ORFEBRE,Olga Osorio,99,08,22:45,2025-02-28,Renoir Princesa
EMILIA PÉREZ,Jacques Audiard,132,07,22:30,2025-02-28,Renoir Princesa
LA TUTORÍA,Halfdan Ullmann Tøndel,117,01,16:00,2025-02-28,Renoir Princesa
MARÍA CALLAS,Pablo Larraín,122,07,16:00,2025-02-28,Renoir Princesa
MARÍA CALLAS,Pablo Larraín,122,01,18:15,2025-02-28,Renoir Princesa
MARÍA CALLAS,Pablo Larraín,122,07,20:10,2025-02-28,Renoir Princesa
MARÍA CALLAS,Pablo Larraín,122,01,22:30,2025-02-28,Renoir Princesa
MEMORIAS DE UN CARACOL,Adam Elliott,95,05,16:00,2025-02-28,Renoir Princesa
THE BRUTALIST,Brady Corbet,214,06,16:00,2025-02-28,Renoir Princesa
THE BRUTALIST,Brady Corbet,214,11,18:00,2025-02-28,Renoir Princesa
THE BRUTALIST,Brady Corbet,214,06,19:50,2025-02-28,Renoir Princesa
THE MONKEY,Osgood Perkins,95,09,16:00,2025-02-28,Renoir Princesa
THE MONKEY,Osgood Perkins,95,03,20:30,2025-02-28,Renoir Princesa
A COMPLETE UNKNOWN,James Mangold,141,02,16:00,2025-03-01,Renoir Princesa
A COMPLETE UNKNOWN,James Mangold,141,05,17:50,2025-03-01,Renoir Princesa
A COMPLETE UNKNOWN,James Mangold,141,05,20:25,2025-03-01,Renoir Princesa
A COMPLETE UNKNOWN,James Mangold,141,11,22:00,2025-03-01,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,04,16:00,2025-03-01,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,10,18:30,2025-03-01,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,10,20:15,2025-03-01,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,04,22:45,2025-03-01,Renoir Princesa
ANORA,Sean Baker,139,02,18:30,2025-03-01,Renoir Princesa
ANORA,Sean Baker,139,02,21:00,2025-03-01,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,10,16:00,2025-03-01,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,04,17:45,2025-03-01,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,04,20:15,2025-03-01,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,10,22:00,2025-03-01,Renoir Princesa
BRIDGET JONES: LOCA POR ÉL,Michael Morris,130,03,18:15,2025-03-01,Renoir Princesa
BRIDGET JONES: LOCA POR ÉL,Michael Morris,130,03,22:20,2025-03-01,Renoir Princesa
CÓMO HACERSE MILLONARIO ANTES DE QUE MUERA LA ABUELA,Pat Boonnitipat,126,08,18:10,2025-03-01,Renoir Princesa
CÓNCLAVE,Edward Berger,120,03,16:00,2025-03-01,Renoir Princesa
CÓNCLAVE,Edward Berger,120,09,17:50,2025-03-01,Renoir Princesa
CÓNCLAVE,Edward Berger,120,09,20:05,2025-03-01,Renoir Princesa
CÓNCLAVE,Edward Berger,120,09,22:20,2025-03-01,Renoir Princesa
DANIELA FOREVER,Nacho Vigalondo,118,08,16:00,2025-03-01,Renoir Princesa
DANIELA FOREVER,Nacho Vigalondo,118,08,20:30,2025-03-01,Renoir Princesa
EL SECRETO DEL ORFEBRE,Olga Osorio,99,11,16:00,2025-03-01,Renoir Princesa
EL SECRETO DEL ORFEBRE,Olga Osorio,99,07,18:15,2025-03-01,Renoir Princesa
EL SECRETO DEL ORFEBRE,Olga Osorio,99,01,20:35,2025-03-01,Renoir Princesa
EL SECRETO DEL ORFEBRE,Olga Osorio,99,08,22:45,2025-03-01,Renoir Princesa
EMILIA PÉREZ,Jacques Audiard,132,07,22:30,2025-03-01,Renoir Princesa
LA TUTORÍA,Halfdan Ullmann Tøndel,117,01,16:00,2025-03-01,Renoir Princesa
MARÍA CALLAS,Pablo Larraín,122,07,16:00,2025-03-01,Renoir Princesa
MARÍA CALLAS,Pablo Larraín,122,01,18:15,2025-03-01,Renoir Princesa
MARÍA CALLAS,Pablo Larraín,122,07,20:10,2025-03-01,Renoir Princesa
MARÍA CALLAS,Pablo Larraín,122,01,22:30,2025-03-01,Renoir Princesa
MEMORIAS DE UN CARACOL,Adam Elliott,95,05,16:00,2025-03-01,Renoir Princesa
THE BRUTALIST,Brady Corbet,214,06,16:00,2025-03-01,Renoir Princesa
THE BRUTALIST,Brady Corbet,214,11,18:00,2025-03-01,Renoir Princesa
THE BRUTALIST,Brady Corbet,214,06,19:50,2025-03-01,Renoir Princesa
THE MONKEY,Osgood Perkins,95,09,16:00,2025-03-01,Renoir Princesa
THE MONKEY,Osgood Perkins,95,03,20:30,2025-03-01,Renoir Princesa
A COMPLETE UNKNOWN,James Mangold,141,02,16:00,2025-03-02,Renoir Princesa
A COMPLETE UNKNOWN,James Mangold,141,05,17:50,2025-03-02,Renoir Princesa
A COMPLETE UNKNOWN,James Mangold,141,05,20:25,2025-03-02,Renoir Princesa
A COMPLETE UNKNOWN,James Mangold,141,11,22:00,2025-03-02,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,04,16:00,2025-03-02,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,10,18:30,2025-03-02,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,10,20:15,2025-03-02,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,04,22:45,2025-03-02,Renoir Princesa
ANORA,Sean Baker,139,02,18:30,2025-03-02,Renoir Princesa
ANORA,Sean Baker,139,02,21:00,2025-03-02,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,10,16:00,2025-03-02,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,04,17:45,2025-03-02,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,04,20:15,2025-03-02,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,10,22:00,2025-03-02,Renoir Princesa
BRIDGET JONES: LOCA POR ÉL,Michael Morris,130,03,18:15,2025-03-02,Renoir Princesa
BRIDGET JONES: LOCA POR ÉL,Michael Morris,130,03,22:20,2025-03-02,Renoir Princesa
CÓMO HACERSE MILLONARIO ANTES DE QUE MUERA LA ABUELA,Pat Boonnitipat,126,08,18:10,2025-03-02,Renoir Princesa
CÓNCLAVE,Edward Berger,120,03,16:00,2025-03-02,Renoir Princesa
CÓNCLAVE,Edward Berger,120,09,17:50,2025-03-02,Renoir Princesa
CÓNCLAVE,Edward Berger,120,09,20:05,2025-03-02,Renoir Princesa
CÓNCLAVE,Edward Berger,120,09,22:20,2025-03-02,Renoir Princesa
DANIELA FOREVER,Nacho Vigalondo,118,08,16:00,2025-03-02,Renoir Princesa
DANIELA FOREVER,Nacho Vigalondo,118,08,20:30,2025-03-02,Renoir Princesa
EL SECRETO DEL ORFEBRE,Olga Osorio,99,11,16:00,2025-03-02,Renoir Princesa
EL SECRETO DEL ORFEBRE,Olga Osorio,99,07,18:15,2025-03-02,Renoir Princesa
EL SECRETO DEL ORFEBRE,Olga Osorio,99,01,20:35,2025-03-02,Renoir Princesa
EMILIA PÉREZ,Jacques Audiard,132,07,22:30,2025-03-02,Renoir Princesa
LA TUTORÍA,Halfdan Ullmann Tøndel,117,01,16:00,2025-03-02,Renoir Princesa
MARÍA CALLAS,Pablo Larraín,122,07,16:00,2025-03-02,Renoir Princesa
MARÍA CALLAS,Pablo Larraín,122,01,18:15,2025-03-02,Renoir Princesa
MARÍA CALLAS,Pablo Larraín,122,07,20:10,2025-03-02,Renoir Princesa
MARÍA CALLAS,Pablo Larraín,122,01,22:30,2025-03-02,Renoir Princesa
MEMORIAS DE UN CARACOL,Adam Elliott,95,05,16:00,2025-03-02,Renoir Princesa
THE BRUTALIST,Brady Corbet,214,06,16:00,2025-03-02,Renoir Princesa
THE BRUTALIST,Brady Corbet,214,11,18:00,2025-03-02,Renoir Princesa
THE BRUTALIST,Brady Corbet,214,06,19:50,2025-03-02,Renoir Princesa
THE MONKEY,Osgood Perkins,95,09,16:00,2025-03-02,Renoir Princesa
THE MONKEY,Osgood Perkins,95,03,20:30,2025-03-02,Renoir Princesa
A COMPLETE UNKNOWN,James Mangold,141,02,16:00,2025-03-03,Renoir Princesa
A COMPLETE UNKNOWN,James Mangold,141,05,17:50,2025-03-03,Renoir Princesa
A COMPLETE UNKNOWN,James Mangold,141,05,20:25,2025-03-03,Renoir Princesa
A COMPLETE UNKNOWN,James Mangold,141,11,22:00,2025-03-03,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,04,16:00,2025-03-03,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,10,18:30,2025-03-03,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,10,20:15,2025-03-03,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,04,22:45,2025-03-03,Renoir Princesa
ANORA,Sean Baker,139,02,18:30,2025-03-03,Renoir Princesa
ANORA,Sean Baker,139,02,21:00,2025-03-03,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,10,16:00,2025-03-03,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,04,17:45,2025-03-03,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,04,20:15,2025-03-03,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,10,22:00,2025-03-03,Renoir Princesa
BRIDGET JONES: LOCA POR ÉL,Michael Morris,130,03,18:15,2025-03-03,Renoir Princesa
BRIDGET JONES: LOCA POR ÉL,Michael Morris,130,03,22:20,2025-03-03,Renoir Princesa
CÓMO HACERSE MILLONARIO ANTES DE QUE MUERA LA ABUELA,Pat Boonnitipat,126,08,18:10,2025-03-03,Renoir Princesa
CÓNCLAVE,Edward Berger,120,03,16:00,2025-03-03,Renoir Princesa
CÓNCLAVE,Edward Berger,120,09,17:50,2025-03-03,Renoir Princesa
CÓNCLAVE,Edward Berger,120,09,20:05,2025-03-03,Renoir Princesa
CÓNCLAVE,Edward Berger,120,09,22:20,2025-03-03,Renoir Princesa
DANIELA FOREVER,Nacho Vigalondo,118,08,16:00,2025-03-03,Renoir Princesa
DANIELA FOREVER,Nacho Vigalondo,118,08,20:30,2025-03-03,Renoir Princesa
EL SECRETO DEL ORFEBRE,Olga Osorio,99,11,16:00,2025-03-03,Renoir Princesa
EL SECRETO DEL ORFEBRE,Olga Osorio,99,07,18:15,2025-03-03,Renoir Princesa
EL SECRETO DEL ORFEBRE,Olga Osorio,99,01,20:35,2025-03-03,Renoir Princesa
EL SECRETO DEL ORFEBRE,Olga Osorio,99,08,22:40,2025-03-03,Renoir Princesa
EMILIA PÉREZ,Jacques Audiard,132,07,22:30,2025-03-03,Renoir Princesa
LA TUTORÍA,Halfdan Ullmann Tøndel,117,01,16:00,2025-03-03,Renoir Princesa
MARÍA CALLAS,Pablo Larraín,122,07,16:00,2025-03-03,Renoir Princesa
MARÍA CALLAS,Pablo Larraín,122,01,18:15,2025-03-03,Renoir Princesa
MARÍA CALLAS,Pablo Larraín,122,07,20:10,2025-03-03,Renoir Princesa
MARÍA CALLAS,Pablo Larraín,122,01,22:30,2025-03-03,Renoir Princesa
MEMORIAS DE UN CARACOL,Adam Elliott,95,05,16:00,2025-03-03,Renoir Princesa
THE BRUTALIST,Brady Corbet,214,06,16:00,2025-03-03,Renoir Princesa
THE BRUTALIST,Brady Corbet,214,11,18:00,2025-03-03,Renoir Princesa
THE BRUTALIST,Brady Corbet,214,06,19:50,2025-03-03,Renoir Princesa
THE MONKEY,Osgood Perkins,95,09,16:00,2025-03-03,Renoir Princesa
THE MONKEY,Osgood Perkins,95,03,20:30,2025-03-03,Renoir Princesa
A COMPLETE UNKNOWN,James Mangold,141,02,16:00,2025-03-04,Renoir Princesa
A COMPLETE UNKNOWN,James Mangold,141,05,17:50,2025-03-04,Renoir Princesa
A COMPLETE UNKNOWN,James Mangold,141,05,20:25,2025-03-04,Renoir Princesa
A COMPLETE UNKNOWN,James Mangold,141,11,22:00,2025-03-04,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,04,16:00,2025-03-04,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,10,18:30,2025-03-04,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,10,20:15,2025-03-04,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,04,22:45,2025-03-04,Renoir Princesa
ANORA,Sean Baker,139,02,18:30,2025-03-04,Renoir Princesa
ANORA,Sean Baker,139,02,21:00,2025-03-04,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,10,16:00,2025-03-04,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,04,17:45,2025-03-04,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,04,20:15,2025-03-04,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,10,22:00,2025-03-04,Renoir Princesa
BRIDGET JONES: LOCA POR ÉL,Michael Morris,130,03,18:15,2025-03-04,Renoir Princesa
BRIDGET JONES: LOCA POR ÉL,Michael Morris,130,03,22:20,2025-03-04,Renoir Princesa
CÓMO HACERSE MILLONARIO ANTES DE QUE MUERA LA ABUELA,Pat Boonnitipat,126,08,18:10,2025-03-04,Renoir Princesa
CÓNCLAVE,Edward Berger,120,03,16:00,2025-03-04,Renoir Princesa
CÓNCLAVE,Edward Berger,120,09,17:50,2025-03-04,Renoir Princesa
CÓNCLAVE,Edward Berger,120,09,20:05,2025-03-04,Renoir Princesa
CÓNCLAVE,Edward Berger,120,09,22:20,2025-03-04,Renoir Princesa
DANIELA FOREVER,Nacho Vigalondo,118,08,16:00,2025-03-04,Renoir Princesa
DANIELA FOREVER,Nacho Vigalondo,118,08,20:30,2025-03-04,Renoir Princesa
EL SECRETO DEL ORFEBRE,Olga Osorio,99,11,16:00,2025-03-04,Renoir Princesa
EL SECRETO DEL ORFEBRE,Olga Osorio,99,07,18:15,2025-03-04,Renoir Princesa
EL SECRETO DEL ORFEBRE,Olga Osorio,99,01,20:35,2025-03-04,Renoir Princesa
EL SECRETO DEL ORFEBRE,Olga Osorio,99,08,22:40,2025-03-04,Renoir Princesa
EMILIA PÉREZ,Jacques Audiard,132,07,22:30,2025-03-04,Renoir Princesa
LA TUTORÍA,Halfdan Ullmann Tøndel,117,01,16:00,2025-03-04,Renoir Princesa
MARÍA CALLAS,Pablo Larraín,122,07,16:00,2025-03-04,Renoir Princesa
MARÍA CALLAS,Pablo Larraín,122,01,18:15,2025-03-04,Renoir Princesa
MARÍA CALLAS,Pablo Larraín,122,07,20:10,2025-03-04,Renoir Princesa
MARÍA CALLAS,Pablo Larraín,122,01,22:30,2025-03-04,Renoir Princesa
MEMORIAS DE UN CARACOL,Adam Elliott,95,05,16:00,2025-03-04,Renoir Princesa
THE BRUTALIST,Brady Corbet,214,06,16:00,2025-03-04,Renoir Princesa
THE BRUTALIST,Brady Corbet,214,11,18:00,2025-03-04,Renoir Princesa
THE BRUTALIST,Brady Corbet,214,06,19:50,2025-03-04,Renoir Princesa
THE MONKEY,Osgood Perkins,95,09,16:00,2025-03-04,Renoir Princesa
THE MONKEY,Osgood Perkins,95,03,20:30,2025-03-04,Renoir Princesa
A COMPLETE UNKNOWN,James Mangold,141,02,16:00,2025-03-05,Renoir Princesa
A COMPLETE UNKNOWN,James Mangold,141,05,17:50,2025-03-05,Renoir Princesa
A COMPLETE UNKNOWN,James Mangold,141,05,20:25,2025-03-05,Renoir Princesa
A COMPLETE UNKNOWN,James Mangold,141,11,22:00,2025-03-05,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,04,16:00,2025-03-05,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,10,18:30,2025-03-05,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,10,20:15,2025-03-05,Renoir Princesa
A REAL PAIN,Jesse Eisenberg,89,04,22:45,2025-03-05,Renoir Princesa
ANORA,Sean Baker,139,02,18:30,2025-03-05,Renoir Princesa
ANORA,Sean Baker,139,02,21:00,2025-03-05,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,10,16:00,2025-03-05,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,04,17:45,2025-03-05,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,04,20:15,2025-03-05,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,10,22:00,2025-03-05,Renoir Princesa
BRIDGET JONES: LOCA POR ÉL,Michael Morris,130,03,18:15,2025-03-05,Renoir Princesa
BRIDGET JONES: LOCA POR ÉL,Michael Morris,130,03,22:20,2025-03-05,Renoir Princesa
CÓMO HACERSE MILLONARIO ANTES DE QUE MUERA LA ABUELA,Pat Boonnitipat,126,08,18:10,2025-03-05,Renoir Princesa
CÓNCLAVE,Edward Berger,120,03,16:00,2025-03-05,Renoir Princesa
CÓNCLAVE,Edward Berger,120,09,17:50,2025-03-05,Renoir Princesa
CÓNCLAVE,Edward Berger,120,09,20:05,2025-03-05,Renoir Princesa
CÓNCLAVE,Edward Berger,120,09,22:20,2025-03-05,Renoir Princesa
DANIELA FOREVER,Nacho Vigalondo,118,08,16:00,2025-03-05,Renoir Princesa
DANIELA FOREVER,Nacho Vigalondo,118,08,20:30,2025-03-05,Renoir Princesa
EL SECRETO DEL ORFEBRE,Olga Osorio,99,11,16:00,2025-03-05,Renoir Princesa
EL SECRETO DEL ORFEBRE,Olga Osorio,99,07,18:15,2025-03-05,Renoir Princesa
EL SECRETO DEL ORFEBRE,Olga Osorio,99,01,20:35,2025-03-05,Renoir Princesa
EL SECRETO DEL ORFEBRE,Olga Osorio,99,08,22:40,2025-03-05,Renoir Princesa
EMILIA PÉREZ,Jacques Audiard,132,07,22:30,2025-03-05,Renoir Princesa
LA TUTORÍA,Halfdan Ullmann Tøndel,117,01,16:00,2025-03-05,Renoir Princesa
MARÍA CALLAS,Pablo Larraín,122,07,16:00,2025-03-05,Renoir Princesa
MARÍA CALLAS,Pablo Larraín,122,01,18:15,2025-03-05,Renoir Princesa
