Pelicula,Director,Duración,Sala,Horario,Fecha,Cine,Tickets_URL,Film_URL,Poster_URL,Idioma_Original,Calificación,Estreno,Intérpretes,Sinopsis
TRES ADIOSES,Isabel Coixet,122,02,20:30,2026-03-03,Renoir Princesa,https://www.pillalas.com/pase/1056824/,https://www.cinesrenoir.com/pelicula/tres-adioses/,https://media.pillalas.com/imagenes/726afb526abffa832ea2a44a189894de905fc7e94534a8bf4ef6bf13e5ccdfe90922c22e.jpg,Italiano,No recomendada para menores de 12 años,Viernes 6 Febrero 2026,"Alba Rohrwacher, Elio Germano, Francesco Carril, Silvia D Amico, Galatea Bellugi, Sarita Choudhury","Tras lo que parecía una discusión sin importancia, Marta (Alba Rohrwacher) y Antonio (Elio Germano) se separan. Él, un chef prometedor, se refugia en sus fogones; ella, en su silencio, empieza a notar algo más que tristeza: ha perdido el apetito… y no solo por desamor. Cuando descubre que detrás hay un problema de salud, todo da un giro inesperado: la comida sabe mejor, la música le llega como nunca y el deseo despierta sus ganas de vivir sin miedo.
Una historia sobre el amor, la vida y esos momentos que lo cambian todo para siempre."
CUMBRES BORRASCOSAS,Emerald Fennell,135,11,16:10,2026-03-04,Renoir Princesa,https://www.pillalas.com/pase/1057059/,https://www.cinesrenoir.com/pelicula/cumbres-borrascosas/,https://media.pillalas.com/imagenes/726afb526abffa83abe8577deb3c0674bd352fd2b0500497b1d5570f2dd570487210fc4e.jpg,Inglés,No recomendada para menores de 16 años,Viernes 13 Febrero 2026,"Margot Robbie, Jacob Elordi, Hong Chau, Alison Oliver, Owen Cooper, Shazad Latif, Martin Clunes, Ewan Mitchell, Amy Morgan, Jessica Knappett, Charlotte Mellington, Vy Nguyen","Adaptada a todo tipo de formatos en multitud de ocasiones, se trata de una trágica historia de pasiones encontradas en la Inglaterra rural más conservadora. Una historia de venganza y odio, de pasiones desatadas y amores desesperados que van más allá de la muerte ambientada en los brumosos y sombríos páramos de Yorkshire, al norte de Inglaterra."
CUMBRES BORRASCOSAS,Emerald Fennell,135,09,18:10,2026-03-04,Renoir Princesa,https://www.pillalas.com/pase/1057060/,https://www.cinesrenoir.com/pelicula/cumbres-borrascosas/,https://media.pillalas.com/imagenes/726afb526abffa83abe8577deb3c0674bd352fd2b0500497b1d5570f2dd570487210fc4e.jpg,Inglés,No recomendada para menores de 16 años,Viernes 13 Febrero 2026,"Margot Robbie, Jacob Elordi, Hong Chau, Alison Oliver, Owen Cooper, Shazad Latif, Martin Clunes, Ewan Mitchell, Amy Morgan, Jessica Knappett, Charlotte Mellington, Vy Nguyen","Adaptada a todo tipo de formatos en multitud de ocasiones, se trata de una trágica historia de pasiones encontradas en la Inglaterra rural más conservadora. Una historia de venganza y odio, de pasiones desatadas y amores desesperados que van más allá de la muerte ambientada en los brumosos y sombríos páramos de Yorkshire, al norte de Inglaterra."
CUMBRES BORRASCOSAS,Emerald Fennell,135,11,19:00,2026-03-04,Renoir Princesa,https://www.pillalas.com/pase/1057062/,https://www.cinesrenoir.com/pelicula/cumbres-borrascosas/,https://media.pillalas.com/imagenes/726afb526abffa83abe8577deb3c0674bd352fd2b0500497b1d5570f2dd570487210fc4e.jpg,Inglés,No recomendada para menores de 16 años,Viernes 13 Febrero 2026,"Margot Robbie, Jacob Elordi, Hong Chau, Alison Oliver, Owen Cooper, Shazad Latif, Martin Clunes, Ewan Mitchell, Amy Morgan, Jessica Knappett, Charlotte Mellington, Vy Nguyen","Adaptada a todo tipo de formatos en multitud de ocasiones, se trata de una trágica historia de pasiones encontradas en la Inglaterra rural más conservadora. Una historia de venganza y odio, de pasiones desatadas y amores desesperados que van más allá de la muerte ambientada en los brumosos y sombríos páramos de Yorkshire, al norte de Inglaterra."
CUMBRES BORRASCOSAS,Emerald Fennell,135,09,20:35,2026-03-04,Renoir Princesa,https://www.pillalas.com/pase/1057063/,https://www.cinesrenoir.com/pelicula/cumbres-borrascosas/,https://media.pillalas.com/imagenes/726afb526abffa83abe8577deb3c0674bd352fd2b0500497b1d5570f2dd570487210fc4e.jpg,Inglés,No recomendada para menores de 16 años,Viernes 13 Febrero 2026,"Margot Robbie, Jacob Elordi, Hong Chau, Alison Oliver, Owen Cooper, Shazad Latif, Martin Clunes, Ewan Mitchell, Amy Morgan, Jessica Knappett, Charlotte Mellington, Vy Nguyen","Adaptada a todo tipo de formatos en multitud de ocasiones, se trata de una trágica historia de pasiones encontradas en la Inglaterra rural más conservadora. Una historia de venganza y odio, de pasiones desatadas y amores desesperados que van más allá de la muerte ambientada en los brumosos y sombríos páramos de Yorkshire, al norte de Inglaterra."
CUMBRES BORRASCOSAS,Emerald Fennell,135,11,21:45,2026-03-04,Renoir Princesa,https://www.pillalas.com/pase/1057065/,https://www.cinesrenoir.com/pelicula/cumbres-borrascosas/,https://media.pillalas.com/imagenes/726afb526abffa83abe8577deb3c0674bd352fd2b0500497b1d5570f2dd570487210fc4e.jpg,Inglés,No recomendada para menores de 16 años,Viernes 13 Febrero 2026,"Margot Robbie, Jacob Elordi, Hong Chau, Alison Oliver, Owen Cooper, Shazad Latif, Martin Clunes, Ewan Mitchell, Amy Morgan, Jessica Knappett, Charlotte Mellington, Vy Nguyen","Adaptada a todo tipo de formatos en multitud de ocasiones, se trata de una trágica historia de pasiones encontradas en la Inglaterra rural más conservadora. Una historia de venganza y odio, de pasiones desatadas y amores desesperados que van más allá de la muerte ambientada en los brumosos y sombríos páramos de Yorkshire, al norte de Inglaterra."
EL AGENTE SECRETO,Kleber Mendonça Filho,160,04,16:00,2026-03-04,Renoir Princesa,https://www.pillalas.com/pase/1056953/,https://www.cinesrenoir.com/pelicula/el-agente-secreto/,https://media.pillalas.com/imagenes/726afb526abffa83bdba0b90e98cf11293bcd8b9c8be1af817aa6c045cd8f479730f7511.jpg,Portugués,No recomendada para menores de 16 años,Viernes 20 Febrero 2026,"Wagner Moura, Gabriel Leone, Udo Kier, Maria Fernanda Cândido","1977. En un Brasil atormentado por la dictadura militar, Marcelo, un cuarentón que huye de un pasado turbulento, llega a la ciudad de Recife, donde espera construir una nueva vida y reencontrarse con su hijo. Todo se complica cuando descubre que las fuerzas gubernamentales le persiguen y las amenazas de muerte se ciernen sobre su cabeza."
EL AGENTE SECRETO,Kleber Mendonça Filho,160,07,17:15,2026-03-04,Renoir Princesa,https://www.pillalas.com/pase/1056955/,https://www.cinesrenoir.com/pelicula/el-agente-secreto/,https://media.pillalas.com/imagenes/726afb526abffa83bdba0b90e98cf11293bcd8b9c8be1af817aa6c045cd8f479730f7511.jpg,Portugués,No recomendada para menores de 16 años,Viernes 20 Febrero 2026,"Wagner Moura, Gabriel Leone, Udo Kier, Maria Fernanda Cândido","1977. En un Brasil atormentado por la dictadura militar, Marcelo, un cuarentón que huye de un pasado turbulento, llega a la ciudad de Recife, donde espera construir una nueva vida y reencontrarse con su hijo. Todo se complica cuando descubre que las fuerzas gubernamentales le persiguen y las amenazas de muerte se ciernen sobre su cabeza."
EL AGENTE SECRETO,Kleber Mendonça Filho,160,04,18:55,2026-03-04,Renoir Princesa,https://www.pillalas.com/pase/1056958/,https://www.cinesrenoir.com/pelicula/el-agente-secreto/,https://media.pillalas.com/imagenes/726afb526abffa83bdba0b90e98cf11293bcd8b9c8be1af817aa6c045cd8f479730f7511.jpg,Portugués,No recomendada para menores de 16 años,Viernes 20 Febrero 2026,"Wagner Moura, Gabriel Leone, Udo Kier, Maria Fernanda Cândido","1977. En un Brasil atormentado por la dictadura militar, Marcelo, un cuarentón que huye de un pasado turbulento, llega a la ciudad de Recife, donde espera construir una nueva vida y reencontrarse con su hijo. Todo se complica cuando descubre que las fuerzas gubernamentales le persiguen y las amenazas de muerte se ciernen sobre su cabeza."
EL AGENTE SECRETO,Kleber Mendonça Filho,160,07,20:15,2026-03-04,Renoir Princesa,https://www.pillalas.com/pase/1056961/,https://www.cinesrenoir.com/pelicula/el-agente-secreto/,https://media.pillalas.com/imagenes/726afb526abffa83bdba0b90e98cf11293bcd8b9c8be1af817aa6c045cd8f479730f7511.jpg,Portugués,No recomendada para menores de 16 años,Viernes 20 Febrero 2026,"Wagner Moura, Gabriel Leone, Udo Kier, Maria Fernanda Cândido","1977. En un Brasil atormentado por la dictadura militar, Marcelo, un cuarentón que huye de un pasado turbulento, llega a la ciudad de Recife, donde espera construir una nueva vida y reencontrarse con su hijo. Todo se complica cuando descubre que las fuerzas gubernamentales le persiguen y las amenazas de muerte se ciernen sobre su cabeza."
EL AGENTE SECRETO,Kleber Mendonça Filho,160,04,21:50,2026-03-04,Renoir Princesa,https://www.pillalas.com/pase/1056963/,https://www.cinesrenoir.com/pelicula/el-agente-secreto/,https://media.pillalas.com/imagenes/726afb526abffa83bdba0b90e98cf11293bcd8b9c8be1af817aa6c045cd8f479730f7511.jpg,Portugués,No recomendada para menores de 16 años,Viernes 20 Febrero 2026,"Wagner Moura, Gabriel Leone, Udo Kier, Maria Fernanda Cândido","1977. En un Brasil atormentado por la dictadura militar, Marcelo, un cuarentón que huye de un pasado turbulento, llega a la ciudad de Recife, donde espera construir una nueva vida y reencontrarse con su hijo. Todo se complica cuando descubre que las fuerzas gubernamentales le persiguen y las amenazas de muerte se ciernen sobre su cabeza."
EPIC: ELVIS PRESLEY IN CONCERT,Baz Luhrmann,96,08,20:30,2026-03-04,Renoir Princesa,https://www.pillalas.com/pase/1057013/,https://www.cinesrenoir.com/pelicula/epic-elvis-presley-in-concert/,https://media.pillalas.com/imagenes/726afb526abffa83b23df871ee842b8c8b276cac972cd20eb99e725caf633250d7ccec9f.jpg,Inglés,Apta para todos los públicos,Viernes 27 Febrero 2026,Elvis Presley,"""EPiC"" presenta imágenes perdidas hace mucho tiempo de la legendaria residencia de Presley en Las Vegas en la década de 1970, entrelazadas con imágenes de 16 mm del 'Elvis on Tour' y valiosas películas de 8 mm del archivo de Graceland, junto con grabaciones redescubiertas de Elvis contando 'su versión de la historia'."
HAMNET,Chloé Zhao,125,03,16:00,2026-03-04,Renoir Princesa,https://www.pillalas.com/pase/1056828/,https://www.cinesrenoir.com/pelicula/hamnet/,https://www.cinesrenoir.com/media/Peliculas/Cartel/HAMNET_Cartel_Digital_8Nominaciones_Oscar_YaEnCines_v2_2.jpg,Inglés,No recomendada para menores de 12 años,Viernes 23 Enero 2026,"Jessie Buckley, Paul Mescal, Joe Alwyn, Emily Watson","Año 1596, Stratford-upon-Avon, Inglaterra. La vida de Agnes transcurre plácidamente junto a su marido y sus tres hijos. Ella cultiva plantas medicinales mientras William trabaja en Londres. El destino, sin embargo, les reservará un duro golpe cuando su hijo Hamnet, de once años, muera repentinamente tras contraer la peste. A raíz de esta tragedia, su padre creará uno de los grandes personajes de la literatura universal, de nombre casi idéntico al de su hijo.


Pero esta película no habla de famosos sucesos sino de algo íntimo y olvidado: La vida de esta familia, y especialmente la de la mujer que la sostenía y que tuvo que cargar con una insoportable pérdida."
HAMNET,Chloé Zhao,125,05,17:40,2026-03-04,Renoir Princesa,https://www.pillalas.com/pase/1056956/,https://www.cinesrenoir.com/pelicula/hamnet/,https://www.cinesrenoir.com/media/Peliculas/Cartel/HAMNET_Cartel_Digital_8Nominaciones_Oscar_YaEnCines_v2_2.jpg,Inglés,No recomendada para menores de 12 años,Viernes 23 Enero 2026,"Jessie Buckley, Paul Mescal, Joe Alwyn, Emily Watson","Año 1596, Stratford-upon-Avon, Inglaterra. La vida de Agnes transcurre plácidamente junto a su marido y sus tres hijos. Ella cultiva plantas medicinales mientras William trabaja en Londres. El destino, sin embargo, les reservará un duro golpe cuando su hijo Hamnet, de once años, muera repentinamente tras contraer la peste. A raíz de esta tragedia, su padre creará uno de los grandes personajes de la literatura universal, de nombre casi idéntico al de su hijo.


Pero esta película no habla de famosos sucesos sino de algo íntimo y olvidado: La vida de esta familia, y especialmente la de la mujer que la sostenía y que tuvo que cargar con una insoportable pérdida."
HAMNET,Chloé Zhao,125,05,20:00,2026-03-04,Renoir Princesa,https://www.pillalas.com/pase/1056959/,https://www.cinesrenoir.com/pelicula/hamnet/,https://www.cinesrenoir.com/media/Peliculas/Cartel/HAMNET_Cartel_Digital_8Nominaciones_Oscar_YaEnCines_v2_2.jpg,Inglés,No recomendada para menores de 12 años,Viernes 23 Enero 2026,"Jessie Buckley, Paul Mescal, Joe Alwyn, Emily Watson","Año 1596, Stratford-upon-Avon, Inglaterra. La vida de Agnes transcurre plácidamente junto a su marido y sus tres hijos. Ella cultiva plantas medicinales mientras William trabaja en Londres. El destino, sin embargo, les reservará un duro golpe cuando su hijo Hamnet, de once años, muera repentinamente tras contraer la peste. A raíz de esta tragedia, su padre creará uno de los grandes personajes de la literatura universal, de nombre casi idéntico al de su hijo.


Pero esta película no habla de famosos sucesos sino de algo íntimo y olvidado: La vida de esta familia, y especialmente la de la mujer que la sostenía y que tuvo que cargar con una insoportable pérdida."
HAMNET,Chloé Zhao,125,05,22:20,2026-03-04,Renoir Princesa,https://www.pillalas.com/pase/1056964/,https://www.cinesrenoir.com/pelicula/hamnet/,https://www.cinesrenoir.com/media/Peliculas/Cartel/HAMNET_Cartel_Digital_8Nominaciones_Oscar_YaEnCines_v2_2.jpg,Inglés,No recomendada para menores de 12 años,Viernes 23 Enero 2026,"Jessie Buckley, Paul Mescal, Joe Alwyn, Emily Watson","Año 1596, Stratford-upon-Avon, Inglaterra. La vida de Agnes transcurre plácidamente junto a su marido y sus tres hijos. Ella cultiva plantas medicinales mientras William trabaja en Londres. El destino, sin embargo, les reservará un duro golpe cuando su hijo Hamnet, de once años, muera repentinamente tras contraer la peste. A raíz de esta tragedia, su padre creará uno de los grandes personajes de la literatura universal, de nombre casi idéntico al de su hijo.


Pero esta película no habla de famosos sucesos sino de algo íntimo y olvidado: La vida de esta familia, y especialmente la de la mujer que la sostenía y que tuvo que cargar con una insoportable pérdida."
LITTLE AMELIE,"Mailys Vallade, Liane-Cho Han Jin Kuang",77,05,16:00,2026-03-04,Renoir Princesa,https://www.pillalas.com/pase/1056951/,https://www.cinesrenoir.com/pelicula/little-amelie/,https://media.pillalas.com/imagenes/726afb526abffa830cf602187f6a0774a2be2cd024be305aa13f298deb2bd3128a88c8e7.jpg,Francés,Apta para todos los públicos y distintivo especialmente recomendada para la infancia,Viernes 20 Febrero 2026,Animación,"Amélie es una niña belga nacida en Japón. Gracias a su amiga y niñera Nishio-san, su vida es una sucesión de aventuras y descubrimientos. Pero el día de su tercer cumpleaños, todo cambia."
LOS DOMINGOS,Alauda Ruiz De Azúa,115,09,16:00,2026-03-04,Renoir Princesa,https://www.pillalas.com/pase/1057011/,https://www.cinesrenoir.com/pelicula/los-domingos/,https://media.pillalas.com/imagenes/726afb526abffa83eb13c84b6e843cdf406388aa12cc57b934b6e5ab1c8e2d84ce9ad1f4.jpg,Castellano,No recomendada para menores de 12 años,Viernes 24 Octubre 2025,"Patricia López Arnaiz, Blanca Soroa, Miguel Garcés, Juan Minujín, Mabel Rivera, Nagore Aramburu","'Los domingos' cuenta la historia de Ainara (Soroa), una joven idealista y brillante de 17 años que ha de decidir qué carrera universitaria estudiará. O, al menos, eso espera su familia que haga. Sin embargo, la joven manifiesta que se siente cada vez más cerca de Dios y que se plantea abrazar la vida de monja de clausura. La noticia pilla por sorpresa a toda la familia provocando un abismo y una prueba de fuego para todos."
LOS DOMINGOS,Alauda Ruiz De Azúa,115,06,18:05,2026-03-04,Renoir Princesa,https://www.pillalas.com/pase/1056957/,https://www.cinesrenoir.com/pelicula/los-domingos/,https://media.pillalas.com/imagenes/726afb526abffa83eb13c84b6e843cdf406388aa12cc57b934b6e5ab1c8e2d84ce9ad1f4.jpg,Castellano,No recomendada para menores de 12 años,Viernes 24 Octubre 2025,"Patricia López Arnaiz, Blanca Soroa, Miguel Garcés, Juan Minujín, Mabel Rivera, Nagore Aramburu","'Los domingos' cuenta la historia de Ainara (Soroa), una joven idealista y brillante de 17 años que ha de decidir qué carrera universitaria estudiará. O, al menos, eso espera su familia que haga. Sin embargo, la joven manifiesta que se siente cada vez más cerca de Dios y que se plantea abrazar la vida de monja de clausura. La noticia pilla por sorpresa a toda la familia provocando un abismo y una prueba de fuego para todos."
LOS DOMINGOS,Alauda Ruiz De Azúa,115,06,20:15,2026-03-04,Renoir Princesa,https://www.pillalas.com/pase/1056960/,https://www.cinesrenoir.com/pelicula/los-domingos/,https://media.pillalas.com/imagenes/726afb526abffa83eb13c84b6e843cdf406388aa12cc57b934b6e5ab1c8e2d84ce9ad1f4.jpg,Castellano,No recomendada para menores de 12 años,Viernes 24 Octubre 2025,"Patricia López Arnaiz, Blanca Soroa, Miguel Garcés, Juan Minujín, Mabel Rivera, Nagore Aramburu","'Los domingos' cuenta la historia de Ainara (Soroa), una joven idealista y brillante de 17 años que ha de decidir qué carrera universitaria estudiará. O, al menos, eso espera su familia que haga. Sin embargo, la joven manifiesta que se siente cada vez más cerca de Dios y que se plantea abrazar la vida de monja de clausura. La noticia pilla por sorpresa a toda la familia provocando un abismo y una prueba de fuego para todos."
LOS DOMINGOS,Alauda Ruiz De Azúa,115,06,22:30,2026-03-04,Renoir Princesa,https://www.pillalas.com/pase/1056965/,https://www.cinesrenoir.com/pelicula/los-domingos/,https://media.pillalas.com/imagenes/726afb526abffa83eb13c84b6e843cdf406388aa12cc57b934b6e5ab1c8e2d84ce9ad1f4.jpg,Castellano,No recomendada para menores de 12 años,Viernes 24 Octubre 2025,"Patricia López Arnaiz, Blanca Soroa, Miguel Garcés, Juan Minujín, Mabel Rivera, Nagore Aramburu","'Los domingos' cuenta la historia de Ainara (Soroa), una joven idealista y brillante de 17 años que ha de decidir qué carrera universitaria estudiará. O, al menos, eso espera su familia que haga. Sin embargo, la joven manifiesta que se siente cada vez más cerca de Dios y que se plantea abrazar la vida de monja de clausura. La noticia pilla por sorpresa a toda la familia provocando un abismo y una prueba de fuego para todos."
MARTY SUPREME,Josh Safdie,149,10,16:00,2026-03-04,Renoir Princesa,https://www.pillalas.com/pase/1057058/,https://www.cinesrenoir.com/pelicula/marty-supreme/,https://media.pillalas.com/imagenes/726afb526abffa83215ea8a89c8894fb1ac44e6c3b86faba19f84e195b42d541304dcb79.jpg,Inglés,No recomendada para menores de 16 años,Viernes 30 Enero 2026,"Timothee Chalamet, Gwyneth Paltrow, Odessa A Zion, Sandra Bernhard, Fran Drescher, Abel Ferrara, Spenser Granese, Tyler The Creator, Penn Jillette, Kevin O Leary","Marty Mauser (Timothée Chalamet), un joven con una ambición desmesurada, está dispuesto a todo para cumplir su sueño. Con ayuda, entre otros, de la estrella de cine Carol Dunne (Gwyneth Paltrow) demostrará al mundo entero su grandeza."
MARTY SUPREME,Josh Safdie,149,10,18:50,2026-03-04,Renoir Princesa,https://www.pillalas.com/pase/1057061/,https://www.cinesrenoir.com/pelicula/marty-supreme/,https://media.pillalas.com/imagenes/726afb526abffa83215ea8a89c8894fb1ac44e6c3b86faba19f84e195b42d541304dcb79.jpg,Inglés,No recomendada para menores de 16 años,Viernes 30 Enero 2026,"Timothee Chalamet, Gwyneth Paltrow, Odessa A Zion, Sandra Bernhard, Fran Drescher, Abel Ferrara, Spenser Granese, Tyler The Creator, Penn Jillette, Kevin O Leary","Marty Mauser (Timothée Chalamet), un joven con una ambición desmesurada, está dispuesto a todo para cumplir su sueño. Con ayuda, entre otros, de la estrella de cine Carol Dunne (Gwyneth Paltrow) demostrará al mundo entero su grandeza."
MARTY SUPREME,Josh Safdie,149,10,21:35,2026-03-04,Renoir Princesa,https://www.pillalas.com/pase/1057064/,https://www.cinesrenoir.com/pelicula/marty-supreme/,https://media.pillalas.com/imagenes/726afb526abffa83215ea8a89c8894fb1ac44e6c3b86faba19f84e195b42d541304dcb79.jpg,Inglés,No recomendada para menores de 16 años,Viernes 30 Enero 2026,"Timothee Chalamet, Gwyneth Paltrow, Odessa A Zion, Sandra Bernhard, Fran Drescher, Abel Ferrara, Spenser Granese, Tyler The Creator, Penn Jillette, Kevin O Leary","Marty Mauser (Timothée Chalamet), un joven con una ambición desmesurada, está dispuesto a todo para cumplir su sueño. Con ayuda, entre otros, de la estrella de cine Carol Dunne (Gwyneth Paltrow) demostrará al mundo entero su grandeza."
RENTAL FAMILY (FAMILIA DE ALQUILER),Mitsuyo Miyazaki,109,06,16:00,2026-03-04,Renoir Princesa,https://www.pillalas.com/pase/1056954/,https://www.cinesrenoir.com/pelicula/rental-family-familia-de-alquiler/,https://media.pillalas.com/imagenes/726afb526abffa8354fd8d551fddc8b6f2c37df750c002f9f65d59d1707b603c58f3211d.jpg,Inglés Y Japonés,No recomendada para menores de 12 años,Viernes 9 Enero 2026,"Brendan Fraser, Mari Yamamoto, Takehiro Hira, Akira Emoto, Shannon Gorman","Comedia dramática sobre un actor estadounidense (Brendan Fraser) que lucha por encontrar un propósito en la vida en el Tokio actual. Hasta que consigue un trabajo inusual, trabajar para una agencia japonesa de ""familias de alquiler"", interpretando papeles de suplente para desconocidos."
RENTAL FAMILY (FAMILIA DE ALQUILER),Mitsuyo Miyazaki,109,03,18:20,2026-03-04,Renoir Princesa,https://www.pillalas.com/pase/1056832/,https://www.cinesrenoir.com/pelicula/rental-family-familia-de-alquiler/,https://media.pillalas.com/imagenes/726afb526abffa8354fd8d551fddc8b6f2c37df750c002f9f65d59d1707b603c58f3211d.jpg,Inglés Y Japonés,No recomendada para menores de 12 años,Viernes 9 Enero 2026,"Brendan Fraser, Mari Yamamoto, Takehiro Hira, Akira Emoto, Shannon Gorman","Comedia dramática sobre un actor estadounidense (Brendan Fraser) que lucha por encontrar un propósito en la vida en el Tokio actual. Hasta que consigue un trabajo inusual, trabajar para una agencia japonesa de ""familias de alquiler"", interpretando papeles de suplente para desconocidos."
SCARLET,Mamoru Hosoda Mamoru Hosoda,111,08,18:20,2026-03-04,Renoir Princesa,https://www.pillalas.com/pase/1057012/,https://www.cinesrenoir.com/pelicula/scarlet/,https://media.pillalas.com/imagenes/726afb526abffa83d4a122cc6de08c8b36937e6d027dcb3465ceb9e1d14ec4e71675cf39.jpg,Japonés,No recomendada para menores de 12 años,Viernes 27 Febrero 2026,Animación,"Una princesa medieval experta en el manejo de la espada se embarca en una peligrosa misión para vengar la muerte de su padre. Tras fracasar en su misión y encontrarse gravemente herida en un «Otromundo», conoce a un joven idealista de nuestro presente que no solo la ayuda a curarse, sino que le muestra la posibilidad de un futuro libre de amargura y rabia. Cuando se enfrenta de nuevo al asesino de su padre, Scarlet se enfrenta a su batalla más difícil: ¿podrá romper el ciclo del odio y encontrar un sentido a la vida más allá de la venganza?"
SCARLET,Mamoru Hosoda Mamoru Hosoda,111,08,22:25,2026-03-04,Renoir Princesa,https://www.pillalas.com/pase/1057014/,https://www.cinesrenoir.com/pelicula/scarlet/,https://media.pillalas.com/imagenes/726afb526abffa83d4a122cc6de08c8b36937e6d027dcb3465ceb9e1d14ec4e71675cf39.jpg,Japonés,No recomendada para menores de 12 años,Viernes 27 Febrero 2026,Animación,"Una princesa medieval experta en el manejo de la espada se embarca en una peligrosa misión para vengar la muerte de su padre. Tras fracasar en su misión y encontrarse gravemente herida en un «Otromundo», conoce a un joven idealista de nuestro presente que no solo la ayuda a curarse, sino que le muestra la posibilidad de un futuro libre de amargura y rabia. Cuando se enfrenta de nuevo al asesino de su padre, Scarlet se enfrenta a su batalla más difícil: ¿podrá romper el ciclo del odio y encontrar un sentido a la vida más allá de la venganza?"
SIN CONEXIÓN,Bradley Cooper Cooper,120,08,16:00,2026-03-04,Renoir Princesa,https://www.pillalas.com/pase/1056952/,https://www.cinesrenoir.com/pelicula/sin-conexion/,https://media.pillalas.com/imagenes/726afb526abffa832172609433a0fdb98ea954f3904a127b5015f2f2335b6b1b2f7219c3.jpg,Inglés,No recomendada para menores de 12 años,Viernes 20 Febrero 2026,"Will Arnett, Laura Dern, Andra Day, Bradley Cooper, Amy Sedaris, Sean Hayes, Christine Ebersole, Ciarán Hinds, Scott Icenogle","Mientras su matrimonio se desmorona silenciosamente, Alex (Will Arnett) se enfrenta a la mediana edad y a un divorcio inminente, buscando un nuevo propósito en el mundo de la comedia neoyorquina, mientras que Tess (Laura Dern) se enfrenta a los sacrificios que ha hecho por su familia, lo que les obliga a lidiar con la crianza compartida, la identidad y si el amor puede adoptar una nueva forma."
SIN CONEXIÓN,Bradley Cooper Cooper,120,01,22:00,2026-03-04,Renoir Princesa,https://www.pillalas.com/pase/1056835/,https://www.cinesrenoir.com/pelicula/sin-conexion/,https://media.pillalas.com/imagenes/726afb526abffa832172609433a0fdb98ea954f3904a127b5015f2f2335b6b1b2f7219c3.jpg,Inglés,No recomendada para menores de 12 años,Viernes 20 Febrero 2026,"Will Arnett, Laura Dern, Andra Day, Bradley Cooper, Amy Sedaris, Sean Hayes, Christine Ebersole, Ciarán Hinds, Scott Icenogle","Mientras su matrimonio se desmorona silenciosamente, Alex (Will Arnett) se enfrenta a la mediana edad y a un divorcio inminente, buscando un nuevo propósito en el mundo de la comedia neoyorquina, mientras que Tess (Laura Dern) se enfrenta a los sacrificios que ha hecho por su familia, lo que les obliga a lidiar con la crianza compartida, la identidad y si el amor puede adoptar una nueva forma."
SIRAT,Óliver Laxe,120,03,20:25,2026-03-04,Renoir Princesa,https://www.pillalas.com/pase/1056962/,https://www.cinesrenoir.com/pelicula/sirat/,https://www.cinesrenoir.com/media/Peliculas/Cartel/SIRAT_ONLINE_GOYAOSCARS.jpg,Castellano Y Otros,No recomendada para menores de 16 años,Viernes 6 Junio 2025,"Sergi López, Bruno Núñez, Stefania Gadda, Joshua Liam Herderson, Tonin Javier, Jade Ouki, Richard Bellamyun","Un hombre (López) y su hijo (Nuñez) llegan a una rave perdida en medio de las áridas y fantasmagóricas montañas del sur de Marruecos. Buscan allí a Mar, su hija y hermana, desaparecida hace meses en una de estas fiestas sin amanecer. Reparten una y otra vez su foto rodeados de música electrónica y de un tipo de libertad que desconocen. Empujados por el destino, y con la esperanza de encontrar ahí a Mar, deciden seguir a un grupo de raveros hacia la última fiesta que se celebrará en el desierto."
SIRAT,Óliver Laxe,120,03,22:35,2026-03-04,Renoir Princesa,https://www.pillalas.com/pase/1056966/,https://www.cinesrenoir.com/pelicula/sirat/,https://www.cinesrenoir.com/media/Peliculas/Cartel/SIRAT_ONLINE_GOYAOSCARS.jpg,Castellano Y Otros,No recomendada para menores de 16 años,Viernes 6 Junio 2025,"Sergi López, Bruno Núñez, Stefania Gadda, Joshua Liam Herderson, Tonin Javier, Jade Ouki, Richard Bellamyun","Un hombre (López) y su hijo (Nuñez) llegan a una rave perdida en medio de las áridas y fantasmagóricas montañas del sur de Marruecos. Buscan allí a Mar, su hija y hermana, desaparecida hace meses en una de estas fiestas sin amanecer. Reparten una y otra vez su foto rodeados de música electrónica y de un tipo de libertad que desconocen. Empujados por el destino, y con la esperanza de encontrar ahí a Mar, deciden seguir a un grupo de raveros hacia la última fiesta que se celebrará en el desierto."
"SORRY, BABY",Eva Victor,102,01,16:00,2026-03-04,Renoir Princesa,https://www.pillalas.com/pase/1056827/,https://www.cinesrenoir.com/pelicula/sorry-baby/,https://media.pillalas.com/imagenes/726afb526abffa837c59681f561d4afba82a26ef8235abdaa380a4c9cf2bacb70dacac1c.jpg,Inglés,No recomendada para menores de 16 años y distintivo especialmente recomendada para el fomento de la igualdad de género,Viernes 27 Febrero 2026,"Eva Victor, Naomi Ackie, Lucas Hedges, John Carroll Lynch, Louis Cancelmi","A Agnes le pasó algo malo. Pero la vida sigue, al menos para todos los que la rodean."
